Sn Oxide,,SnSiO2 0.13%,,SnSiO2 0.5%,,SnSiO2 2%,,SnSiO2 6%,
wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity
925.910041557,0,925.910041557,0.0011206631,925.910041557,1.79306094423516E-06,925.910041557,0.000028689,925.910041557,1.79306094423516E-06
926.330041609,0,926.330041609,0.0011196471,926.330041609,1.79143535751926E-06,926.330041609,0.000028663,926.330041609,1.79143535751926E-06
926.7600416234,0,926.7600416234,0.0011186083,926.7600416234,1.78977335549704E-06,926.7600416234,2.86363736879527E-05,926.7600416234,1.78977335549704E-06
927.1800416222,0,927.1800416222,0.0011175951,927.1800416222,1.78815223650558E-06,927.1800416222,1.60933701285502E-05,927.1800416222,1.78815223650558E-06
927.6100416747,0,927.6100416747,0.0011165593,927.6100416747,1.7864948001994E-06,927.6100416747,1.60784532017946E-05,927.6100416747,1.7864948001994E-06
928.0400416786,1.78483966723948E-06,928.0400416786,0.0012065516,928.0400416786,1.78483966723948E-06,928.0400416786,1.60635570051553E-05,928.0400416786,1.78483966723948E-06
928.460041654,1.78322524527712E-06,928.460041654,0.0012054603,928.460041654,1.78322524527712E-06,928.460041654,0.000016049,928.460041654,1.78322524527712E-06
928.8900416955,1.7815746529019E-06,928.8900416955,0.0012043445,928.8900416955,1.7815746529019E-06,928.8900416955,1.60341718761171E-05,928.8900416955,1.7815746529019E-06
929.3100417286,0.00000178,929.3100417286,0.0012975942,929.3100417286,0.00000178,929.3100417286,1.60196819203462E-05,929.3100417286,0.00000178
929.7400417333,7.11327435772974E-06,929.7400417333,0.0012963943,929.7400417333,1.77831858943244E-06,929.7400417333,1.60048673048919E-05,929.7400417333,1.77831858943244E-06
930.1600417339,7.10685202021248E-06,930.1600417339,0.0012952238,930.1600417339,1.77671300505312E-06,930.1600417339,1.59904170454781E-05,930.1600417339,0
930.5900417743,7.10028577657268E-06,930.5900417743,0.0012940271,930.5900417743,1.77507144414317E-06,930.5900417743,1.59756429972885E-05,930.5900417743,0
931.0100417996,7.09388101749441E-06,931.0100417996,0.0012928598,931.0100417996,1.7734702543736E-06,931.0100417996,1.59612322893624E-05,931.0100417996,0
931.4400418167,7.08733273798107E-06,931.4400418167,0.0012916664,931.4400418167,1.77183318449527E-06,931.4400418167,1.59464986604574E-05,931.4400418167,0
931.8600418616,7.08094549324885E-06,931.8600418616,0.0012905023,931.8600418616,1.77023637331221E-06,931.8600418616,1.59321273598099E-05,931.8600418616,0
932.2900418741,7.07441511239263E-06,932.2900418741,0.0012893122,932.2900418741,1.76860377809816E-06,932.2900418741,1.59174340028834E-05,932.2900418741,0
932.710041871,1.59031019659621E-05,932.710041871,0.0012881513,932.710041871,0.000001767,932.710041871,1.59031019659621E-05,932.710041871,0
933.1400419053,1.58884487343785E-05,933.1400419053,0.0012869643,933.1400419053,1.76538319270873E-06,933.1400419053,1.58884487343785E-05,933.1400419053,0
933.5600419346,1.5874155818284E-05,933.5600419346,0.0012858066,933.5600419346,1.76379509092045E-06,933.5600419346,1.5874155818284E-05,933.5600419346,0
933.9900419551,1.58595425660746E-05,933.9900419551,0.0012846229,933.9900419551,1.76217139623051E-06,933.9900419551,1.58595425660746E-05,933.9900419551,0
934.4100419643,1.58452886285571E-05,934.4100419643,0.0011901572,934.4100419643,1.76058762539523E-06,934.4100419643,1.58452886285571E-05,934.4100419643,0
934.8400419428,1.58307152104161E-05,934.8400419428,0.0011890626,934.8400419428,0.000001759,934.8400419428,1.58307152104161E-05,934.8400419428,0
935.2700419951,1.58161618884906E-05,935.2700419951,0.0011879695,935.2700419951,1.7573513209434E-06,935.2700419951,1.58161618884906E-05,935.2700419951,0
935.6900420145,0.000015802,935.6900420145,0.0011869033,935.6900420145,1.75577404235035E-06,935.6900420145,0.000015802,935.6900420145,0
936.1200420553,1.57874526757262E-05,936.1200420553,0.0011858131,936.1200420553,1.75416140841402E-06,936.1200420553,1.57874526757262E-05,936.1200420553,0
936.5400420499,2.8041414743705E-05,936.5400420499,0.0011847498,936.5400420499,1.75258842148156E-06,936.5400420499,1.5773295793334E-05,936.5400420499,0
936.9600420412,2.80162807902051E-05,936.9600420412,0.0011836879,936.9600420412,0.000001751,936.9600420412,1.57591579444904E-05,936.9600420412,0
937.3900420847,2.79905834014198E-05,937.3900420847,0.0011826021,937.3900420847,1.74941146258874E-06,937.3900420847,1.57447031632986E-05,937.3900420847,0
937.8100421333,2.79655177430348E-05,937.8100421333,0.0011815431,937.8100421333,1.74784485893968E-06,937.8100421333,1.57306037304571E-05,937.8100421333,0
938.2400420993,2.79398901487484E-05,938.2400420993,0.0011804604,938.2400420993,1.74624313429677E-06,938.2400420993,1.5716188208671E-05,938.2400420993,0
938.6600421194,2.79148925382695E-05,938.6600421194,0.0011794042,938.6600421194,1.74468078364185E-06,938.6600421194,1.57021270527766E-05,938.6600421194,0
939.0900421604,1.56877506483525E-05,939.0900421604,0.0011783244,939.0900421604,1.7430834053725E-06,939.0900421604,1.56877506483525E-05,939.0900421604,0
939.5100422156,1.5673727630979E-05,939.5100422156,0.0011772711,939.5100422156,1.741525292331E-06,939.5100422156,1.5673727630979E-05,939.5100422156,0
939.9400422078,1.56593902025152E-05,939.9400422078,0.0010874577,939.9400422078,1.73993224472391E-06,939.9400422078,1.56593902025152E-05,939.9400422078,1.73993224472391E-06
940.3600422269,1.56454051858614E-05,940.3600422269,0.0010864865,940.3600422269,1.7383783539846E-06,940.3600422269,1.56454051858614E-05,940.3600422269,1.7383783539846E-06
940.7900422673,1.56311065925944E-05,940.7900422673,0.0010854935,940.7900422673,1.73678962139938E-06,940.7900422673,1.56311065925944E-05,940.7900422673,1.73678962139938E-06
941.2100422578,1.56171594394809E-05,941.2100422578,0.0009994982,941.2100422578,1.7352399377201E-06,941.2100422578,1.56171594394809E-05,941.2100422578,1.7352399377201E-06
941.6400423088,1.56028995412824E-05,941.6400423088,0.0009985856,941.6400423088,1.73365550458693E-06,941.6400423088,1.56028995412824E-05,941.6400423088,1.73365550458693E-06
942.0600422855,0.000015589,942.0600422855,0.0009976954,942.0600422855,1.73211001279425E-06,942.0600422855,0.000015589,942.0600422855,1.73211001279425E-06
942.4900423169,6.92211945445381E-06,942.4900423169,0.0009967852,942.4900423169,1.73052986361345E-06,942.4900423169,1.55747687725211E-05,942.4900423169,1.73052986361345E-06
942.9100423023,0.000006916,942.9100423023,0.0009958974,942.9100423023,0.000001729,942.9100423023,1.55608969374206E-05,942.9100423023,0.000001729
943.340042363,6.90965067177586E-06,943.340042363,0.0009949897,943.340042363,1.72741266794397E-06,943.340042363,2.76386026871035E-05,943.340042363,1.72741266794397E-06
943.7600423871,6.9035020587088E-06,943.7600423871,0.0009941043,943.7600423871,1.7258755146772E-06,943.7600423871,0.000027614,943.7600423871,1.7258755146772E-06
944.1800423878,6.8973616490873E-06,944.1800423878,0.0009932201,944.1800423878,1.72434041227182E-06,944.1800423878,2.75894465963492E-05,944.1800423878,1.72434041227182E-06
944.6100424184,6.89108352275605E-06,944.6100424184,0.000992316,944.6100424184,1.72277088068901E-06,944.6100424184,2.75643340910242E-05,944.6100424184,1.72277088068901E-06
945.0300424209,0.000006885,945.0300424209,0.0009914342,945.0300424209,1.72123991768668E-06,945.0300424209,2.7539838682987E-05,945.0300424209,1.72123991768668E-06
945.4600424334,6.87869846577605E-06,945.4600424334,0.0009905326,945.4600424334,1.71967461644401E-06,945.4600424334,2.75147938631042E-05,945.4600424334,1.71967461644401E-06
945.880042486,6.87259111190227E-06,945.880042486,0.0009896531,945.880042486,1.71814777797557E-06,945.880042486,2.74903644476091E-05,945.880042486,1.71814777797557E-06
946.3100424839,1.71658669188404E-06,946.3100424839,0.0009080744,946.3100424839,1.71658669188404E-06,946.3100424839,2.74653870701446E-05,946.3100424839,1.71658669188404E-06
946.7300424983,1.71506396314702E-06,946.7300424983,0.0009072688,946.7300424983,1.71506396314702E-06,946.7300424983,0.000027441,946.7300424983,1.71506396314702E-06
947.1500425022,1.71354325965708E-06,947.1500425022,0.0009064644,947.1500425022,1.71354325965708E-06,947.1500425022,2.74166921545133E-05,947.1500425022,1.71354325965708E-06
947.5800425321,0.000001712,947.5800425321,0.0009056419,947.5800425321,0.000001712,947.5800425321,2.73918150935043E-05,947.5800425321,0.000001712
948.0000425712,1.7104718275924E-06,948.0000425712,0.0009048396,948.0000425712,1.7104718275924E-06,948.0000425712,2.73675492414784E-05,948.0000425712,1.7104718275924E-06
948.4300426045,1.7089211888433E-06,948.4300426045,0.0009040193,948.4300426045,1.7089211888433E-06,948.4300426045,2.73427390214929E-05,948.4300426045,1.7089211888433E-06
948.8500426082,1.70740864619235E-06,948.8500426082,0.0009032192,948.8500426082,1.70740864619235E-06,948.8500426082,2.73185383390776E-05,948.8500426082,1.70740864619235E-06
949.280042602,1.70586217005461E-06,949.280042602,0.0009024011,949.280042602,1.70586217005461E-06,949.280042602,2.72937947208738E-05,949.280042602,1.70586217005461E-06
949.7000426521,1.70435368593213E-06,949.7000426521,0.0009016031,949.7000426521,1.70435368593213E-06,949.7000426521,2.72696589749141E-05,949.7000426521,1.70435368593213E-06
950.1200426764,1.70284720184109E-06,950.1200426764,0.0009008062,950.1200426764,1.70284720184109E-06,950.1200426764,2.72455552294574E-05,950.1200426764,1.70284720184109E-06
950.5500426839,1.7013069174189E-06,950.5500426839,0.0008999914,950.5500426839,1.7013069174189E-06,950.5500426839,2.72209106787024E-05,950.5500426839,1.7013069174189E-06
950.9700427211,1.69980447020497E-06,950.9700427211,0.0008991966,950.9700427211,1.69980447020497E-06,950.9700427211,2.71968715232795E-05,950.9700427211,1.69980447020497E-06
951.4000426992,1.69826831139104E-06,951.4000426992,0.0008983839,951.4000426992,1.69826831139104E-06,951.4000426992,2.71722929822566E-05,951.4000426992,1.69826831139104E-06
951.8200427035,1.69676988664378E-06,951.8200427035,0.0008975913,951.8200427035,1.69676988664378E-06,951.8200427035,2.71483181863005E-05,951.8200427035,1.69676988664378E-06
952.2400427516,1.69527344416863E-06,952.2400427516,0.0009764775,952.2400427516,1.69527344416863E-06,952.2400427516,2.7124375106698E-05,952.2400427516,1.69527344416863E-06
952.6700427872,1.6937434220907E-06,952.6700427872,0.0009755962,952.6700427872,1.6937434220907E-06,952.6700427872,2.70998947534511E-05,952.6700427872,1.6937434220907E-06
953.0900427956,1.69225098067091E-06,953.0900427956,0.0009747366,953.0900427956,1.69225098067091E-06,953.0900427956,0.000027076,953.0900427956,1.69225098067091E-06
953.5100428294,1.69076051097874E-06,953.5100428294,0.0009738781,953.5100428294,1.69076051097874E-06,953.5100428294,2.70521681756598E-05,953.5100428294,1.69076051097874E-06
953.9400427987,1.68923659299311E-06,953.9400427987,0.0009730003,953.9400427987,1.68923659299311E-06,953.9400427987,2.70277854878897E-05,953.9400427987,1.68923659299311E-06
954.3600428753,1.68775010308727E-06,954.3600428753,0.0009721441,954.3600428753,1.68775010308727E-06,954.3600428753,0.000027004,954.3600428753,1.68775010308727E-06
954.7900428882,1.6862302523901E-06,954.7900428882,0.0009712686,954.7900428882,1.6862302523901E-06,954.7900428882,2.69796840382416E-05,954.7900428882,1.6862302523901E-06
955.2100429168,1.68474772811434E-06,955.2100429168,0.0009704147,955.2100429168,1.68474772811434E-06,955.2100429168,0.000026956,955.2100429168,1.68474772811434E-06
955.6300429295,1.68326715812012E-06,955.6300429295,0.0009695619,955.6300429295,1.68326715812012E-06,955.6300429295,2.69322745299219E-05,955.6300429295,1.68326715812012E-06
956.0600429559,1.68175335750547E-06,956.0600429559,0.0009686899,956.0600429559,1.68175335750547E-06,956.0600429559,2.69080537200875E-05,956.0600429559,1.68175335750547E-06
956.4800429562,1.68027673210726E-06,956.4800429562,0.0009678394,956.4800429562,1.68027673210726E-06,956.4800429562,2.68844277137162E-05,956.4800429562,1.68027673210726E-06
956.9000429431,1.67880205063179E-06,956.9000429431,0.00096699,956.9000429431,1.67880205063179E-06,956.9000429431,2.68608328101086E-05,956.9000429431,1.67880205063179E-06
957.3300429973,1.67729426803074E-06,957.3300429973,0.0009661215,957.3300429973,1.67729426803074E-06,957.3300429973,2.68367082884918E-05,957.3300429973,1.67729426803074E-06
957.7500430237,1.6758235102565E-06,957.7500430237,0.0009652743,957.7500430237,1.6758235102565E-06,957.7500430237,2.6813176164104E-05,957.7500430237,1.6758235102565E-06
958.170043047,1.67435468611472E-06,958.170043047,0.0009644283,958.170043047,1.67435468611472E-06,958.170043047,2.67896749778355E-05,958.170043047,1.67435468611472E-06
958.6000430195,1.67285288967054E-06,958.6000430195,0.0009635633,958.6000430195,1.67285288967054E-06,958.6000430195,2.67656462347287E-05,958.6000430195,1.67285288967054E-06
959.0200430761,1.67138796847339E-06,959.0200430761,0.0009627195,959.0200430761,1.67138796847339E-06,959.0200430761,2.67422074955742E-05,959.0200430761,1.67138796847339E-06
959.4400430737,1.66992497068643E-06,959.4400430737,0.0009618768,959.4400430737,1.66992497068643E-06,959.4400430737,2.67187995309828E-05,959.4400430737,1.66992497068643E-06
959.8700431011,1.66842912875291E-06,959.8700431011,0.0009610152,959.8700431011,1.66842912875291E-06,959.8700431011,2.66948660600466E-05,959.8700431011,1.66842912875291E-06
960.2900431416,0.000001667,960.2900431416,0.0009601747,960.2900431416,0.000001667,960.2900431416,2.66715202126566E-05,960.2900431416,0.000001667
960.7100431489,6.6620512443382E-06,960.7100431489,0.0009593354,960.7100431489,1.66551281108455E-06,960.7100431489,2.66482049773528E-05,960.7100431489,1.66551281108455E-06
961.1400431694,6.65609156889735E-06,961.1400431694,0.0009584772,961.1400431694,0.000001664,961.1400431694,2.66243662755894E-05,961.1400431694,0.000001664
961.5600431703,6.65027820743754E-06,961.5600431703,0.0009576401,961.5600431703,1.66256955185939E-06,961.5600431703,2.66011128297502E-05,961.5600431703,1.66256955185939E-06
961.9800431718,1.66111811466194E-06,961.9800431718,0.000956804,961.9800431718,1.66111811466194E-06,961.9800431718,2.6577889834591E-05,961.9800431718,1.66111811466194E-06
962.4100432219,1.65963408764486E-06,962.4100432219,0.0009559492,962.4100432219,1.65963408764486E-06,962.4100432219,2.65541454023178E-05,962.4100432219,1.65963408764486E-06
962.8300432578,1.65818649194032E-06,962.8300432578,0.0010363666,962.8300432578,1.65818649194032E-06,962.8300432578,0.000026531,962.8300432578,1.65818649194032E-06
963.2500432612,1.6567407893818E-06,963.2500432612,0.001035463,963.2500432612,1.6567407893818E-06,963.2500432612,2.65078526301088E-05,963.2500432612,1.6567407893818E-06
963.6800432518,1.65526262318326E-06,963.6800432518,0.0010345391,963.6800432518,1.65526262318326E-06,963.6800432518,2.64842019709321E-05,963.6800432518,1.65526262318326E-06
964.1000432712,1.65382074190285E-06,964.1000432712,0.0009526007,964.1000432712,1.65382074190285E-06,964.1000432712,2.64611318704457E-05,964.1000432712,1.65382074190285E-06
964.5200433074,1.65238074381288E-06,964.5200433074,0.0009517713,964.5200433074,1.65238074381288E-06,964.5200433074,2.6438091901006E-05,964.5200433074,1.65238074381288E-06
964.9500433227,1.65090840761219E-06,964.9500433227,0.0009509232,964.9500433227,1.65090840761219E-06,964.9500433227,2.64145345217951E-05,964.9500433227,1.65090840761219E-06
965.3700433721,1.64947221071833E-06,965.3700433721,0.000950096,965.3700433721,1.64947221071833E-06,965.3700433721,2.63915553714933E-05,965.3700433721,1.64947221071833E-06
965.7900433452,0.000001648,965.7900433452,0.0009492698,965.7900433452,0.000001648,965.7900433452,2.63686061939945E-05,965.7900433452,0.000001648
966.2200434183,1.6465713503035E-06,966.2200434183,0.0009484251,966.2200434183,1.6465713503035E-06,966.2200434183,2.6345141604856E-05,966.2200434183,1.6465713503035E-06
966.640043417,1.64514080795569E-06,966.640043417,0.0009476011,966.640043417,1.64514080795569E-06,966.640043417,2.63222529272911E-05,966.640043417,1.64514080795569E-06
967.0600434042,1.64371212908266E-06,967.0600434042,0.0009467782,967.0600434042,1.64371212908266E-06,967.0600434042,2.62993940653226E-05,967.0600434042,1.64371212908266E-06
967.4800434319,1.64228531044924E-06,967.4800434319,0.0009459563,967.4800434319,1.64228531044924E-06,967.4800434319,2.62765649671878E-05,967.4800434319,1.64228531044924E-06
967.9100434818,1.64082644377676E-06,967.9100434818,0.000945116,967.9100434818,1.64082644377676E-06,967.9100434818,2.62532231004281E-05,967.9100434818,1.64082644377676E-06
968.3300435081,1.63940338004377E-06,968.3300435081,0.0009442963,968.3300435081,1.63940338004377E-06,968.3300435081,2.62304540807003E-05,968.3300435081,1.63940338004377E-06
968.7500434992,0.000001638,968.7500434992,0.0009434777,968.7500434992,0.000001638,968.7500434992,2.62077146689677E-05,968.7500434992,0.000001638
969.1700435107,1.63656280086986E-06,969.1700435107,0.0009426602,969.1700435107,1.63656280086986E-06,969.1700435107,0.000026185,969.1700435107,1.63656280086986E-06
969.6000435232,1.63511155095153E-06,969.6000435232,0.0009418243,969.6000435232,1.63511155095153E-06,969.6000435232,2.61617848152244E-05,969.6000435232,1.63511155095153E-06
970.0200435329,1.63369591379495E-06,970.0200435329,0.0009410088,970.0200435329,1.63369591379495E-06,970.0200435329,2.61391346207192E-05,970.0200435329,1.63369591379495E-06
970.4400435729,1.63228211427573E-06,970.4400435729,0.0009401945,970.4400435729,1.63228211427573E-06,970.4400435729,2.61165138284117E-05,970.4400435729,1.63228211427573E-06
970.8700436113,1.6308365533316E-06,970.8700436113,0.0009393619,970.8700436113,1.6308365533316E-06,970.8700436113,2.60933848533056E-05,970.8700436113,1.6308365533316E-06
971.2900436423,1.6294264631198E-06,971.2900436423,0.0009385496,971.2900436423,1.6294264631198E-06,971.2900436423,2.60708234099168E-05,971.2900436423,1.6294264631198E-06
971.7100436446,0.000001628,971.7100436446,0.0009377385,971.7100436446,0.000001628,971.7100436446,2.6048291215249E-05,971.7100436446,0.000001628
972.1300436803,1.62661176367291E-06,972.1300436803,0.0009369284,972.1300436803,1.62661176367291E-06,972.1300436803,2.60257882187666E-05,972.1300436803,1.62661176367291E-06
972.5600437011,1.62517372707822E-06,972.5600437011,0.0008597169,972.5600437011,1.62517372707822E-06,972.5600437011,2.60027796332516E-05,972.5600437011,1.62517372707822E-06
972.9800436983,1.62377097338454E-06,972.9800436983,0.0008589748,972.9800436983,1.62377097338454E-06,972.9800436983,2.59803355741527E-05,972.9800436983,1.62377097338454E-06
973.4000436796,1.62237003506822E-06,973.4000436796,0.0008582337,973.4000436796,1.62237003506822E-06,973.4000436796,2.59579205610915E-05,973.4000436796,1.62237003506822E-06
973.8200437105,0.000001621,973.8200437105,0.0008574936,973.8200437105,0.000001621,973.8200437105,2.59355345439695E-05,973.8200437105,0.000001621
974.2500437743,1.61954034462292E-06,974.2500437743,0.0008567368,974.2500437743,1.61954034462292E-06,974.2500437743,2.59126455139668E-05,974.2500437743,1.61954034462292E-06
974.6700437639,1.61814487664089E-06,974.6700437639,0.0008559986,974.6700437639,1.61814487664089E-06,974.6700437639,2.58903180262542E-05,974.6700437639,1.61814487664089E-06
975.0900437636,1.61675121147803E-06,975.0900437636,0.0008552614,975.0900437636,1.61675121147803E-06,975.0900437636,0.000025868,975.0900437636,1.61675121147803E-06
975.5100437658,1.61535934603025E-06,975.5100437658,0.000930447,975.5100437658,1.61535934603025E-06,975.5100437658,2.5845749536484E-05,975.5100437658,1.61535934603025E-06
975.9300438401,0.000001614,975.9300438401,0.0009296463,975.9300438401,0.000001614,975.9300438401,2.5823508435202E-05,975.9300438401,0.000001614
976.360043819,1.61254796955751E-06,976.360043819,0.0009288276,976.360043819,1.61254796955751E-06,976.360043819,2.58007675129202E-05,976.360043819,1.61254796955751E-06
976.780043853,1.6111615272891E-06,976.780043853,0.000928029,976.780043853,1.6111615272891E-06,976.780043853,2.57785844366255E-05,976.780043853,1.6111615272891E-06
977.200043855,1.60977687231276E-06,977.200043855,0.0009272315,977.200043855,1.60977687231276E-06,977.200043855,2.57564299570041E-05,977.200043855,1.60977687231276E-06
977.6200438983,1.60839400155777E-06,977.6200438983,0.0009264349,977.6200438983,1.60839400155777E-06,977.6200438983,2.57343040249244E-05,977.6200438983,1.60839400155777E-06
978.0500439019,0.000001607,978.0500439019,0.0009256205,978.0500439019,0.000001607,978.0500439019,2.57116808089328E-05,978.0500439019,0.000001607
978.4700439616,1.60560078135867E-06,978.4700439616,0.0009248261,978.4700439616,1.60560078135867E-06,978.4700439616,2.56896125017388E-05,978.4700439616,1.60560078135867E-06
978.8900439679,1.60422328713513E-06,978.8900439679,0.0009240326,978.8900439679,1.60422328713513E-06,978.8900439679,2.56675725941621E-05,978.8900439679,1.60422328713513E-06
979.3100439973,1.60284756484337E-06,979.3100439973,0.0009232402,979.3100439973,1.60284756484337E-06,979.3100439973,2.56455610374939E-05,979.3100439973,1.60284756484337E-06
979.7300439726,1.6014736114456E-06,979.7300439726,0.0009224488,979.7300439726,1.6014736114456E-06,979.7300439726,2.56235777831295E-05,979.7300439726,1.6014736114456E-06
980.1600440054,1.60006877427658E-06,980.1600440054,0.0009216396,980.1600440054,1.60006877427658E-06,980.1600440054,2.56011003884253E-05,980.1600440054,1.60006877427658E-06
980.5800439949,6.39479356605992E-06,980.5800439949,0.0009208503,980.5800439949,1.59869839151498E-06,980.5800439949,2.55791742642397E-05,980.5800439949,1.59869839151498E-06
981.0000440797,6.38931907400487E-06,981.0000440797,0.0009200619,981.0000440797,1.59732976850122E-06,981.0000440797,2.55572762960195E-05,981.0000440797,1.59732976850122E-06
981.4200440306,6.38385160889436E-06,981.4200440306,0.0009192746,981.4200440306,0.000001596,981.4200440306,2.55354064355774E-05,981.4200440306,0.000001596
981.8400440845,6.37839115870734E-06,981.8400440845,0.0009184883,981.8400440845,1.59459778967684E-06,981.8400440845,2.55135646348294E-05,981.8400440845,1.59459778967684E-06
982.2600440912,6.37293771144847E-06,982.2600440912,0.000917703,982.2600440912,1.59323442786212E-06,982.2600440912,2.54917508457939E-05,982.2600440912,1.59323442786212E-06
982.6900441419,6.36736166272607E-06,982.6900441419,0.0009169001,982.6900441419,1.59184041568152E-06,982.6900441419,2.54694466509043E-05,982.6900441419,1.59184041568152E-06
983.1100441249,6.36192235146154E-06,983.1100441249,0.0009161168,983.1100441249,1.59048058786538E-06,983.1100441249,2.54476894058461E-05,983.1100441249,1.59048058786538E-06
983.5300441473,6.35649000700914E-06,983.5300441473,0.0009153346,983.5300441473,1.58912250175229E-06,983.5300441473,0.000025426,983.5300441473,1.58912250175229E-06
983.9500442172,6.35106461747627E-06,983.9500442172,0.0009145533,983.9500442172,1.58776615436907E-06,983.9500442172,2.54042584699051E-05,983.9500442172,1.58776615436907E-06
984.3700441876,6.34564617099565E-06,984.3700441876,0.000913773,984.3700441876,1.58641154274891E-06,984.3700441876,2.53825846839826E-05,984.3700441876,1.58641154274891E-06
984.7900442244,6.34023465572535E-06,984.7900442244,0.0009129938,984.7900442244,1.58505866393134E-06,984.7900442244,2.53609386229014E-05,984.7900442244,1.58505866393134E-06
985.2200442339,6.33470146323243E-06,985.2200442339,0.000912197,985.2200442339,1.58367536580811E-06,985.2200442339,2.53388058529297E-05,985.2200442339,1.58367536580811E-06
985.640044267,6.32930393928095E-06,985.640044267,0.0009114198,985.640044267,1.58232598482024E-06,985.640044267,2.53172157571238E-05,985.640044267,1.58232598482024E-06
986.0600443116,6.32391331088522E-06,986.0600443116,0.0009106435,986.0600443116,0.000001581,986.0600443116,2.52956532435409E-05,986.0600443116,0.000001581
986.4800443021,1.57963239157611E-06,986.4800443021,0.0009098683,986.4800443021,1.57963239157611E-06,986.4800443021,2.52741182652177E-05,986.4800443021,1.57963239157611E-06
986.9000443309,1.57828817345569E-06,986.9000443309,0.000909094,986.9000443309,1.57828817345569E-06,986.9000443309,2.52526107752911E-05,986.9000443309,1.57828817345569E-06
987.3200443338,1.57694567043733E-06,987.3200443338,0.0009083207,987.3200443338,1.57694567043733E-06,987.3200443338,2.52311307269972E-05,987.3200443338,1.57694567043733E-06
987.7500443402,1.57557297685778E-06,987.7500443402,0.00090753,987.7500443402,1.57557297685778E-06,987.7500443402,2.52091676297244E-05,987.7500443402,1.57557297685778E-06
988.1700443384,1.57423393596178E-06,988.1700443384,0.0009067587,988.1700443384,1.57423393596178E-06,988.1700443384,3.93558483990444E-05,988.1700443384,1.57423393596178E-06
988.5900443484,1.57289660136778E-06,988.5900443484,0.0009059884,988.5900443484,1.57289660136778E-06,988.5900443484,3.93224150341946E-05,988.5900443484,1.57289660136778E-06
989.0100443877,1.57156097017798E-06,989.0100443877,0.0009052191,989.0100443877,1.57156097017798E-06,989.0100443877,0.000039289,989.0100443877,1.57156097017798E-06
989.4300443962,1.57022703950068E-06,989.4300443962,0.0009044508,989.4300443962,1.57022703950068E-06,989.4300443962,3.9255675987517E-05,989.4300443962,1.57022703950068E-06
989.850044472,1.56889480645034E-06,989.850044472,0.0009036834,989.850044472,1.56889480645034E-06,989.850044472,3.92223701612586E-05,989.850044472,1.56889480645034E-06
990.2700444772,1.56756426814755E-06,990.2700444772,0.000902917,990.2700444772,1.56756426814755E-06,990.2700444772,3.91891067036887E-05,990.2700444772,1.56756426814755E-06
990.6900445117,1.56623542171897E-06,990.6900445117,0.0009021516,990.6900445117,1.56623542171897E-06,990.6900445117,3.91558855429743E-05,990.6900445117,1.56623542171897E-06
991.1200445104,1.56487668587358E-06,991.1200445104,0.000901369,991.1200445104,1.56487668587358E-06,991.1200445104,3.91219171468394E-05,991.1200445104,1.56487668587358E-06
991.5400445034,6.2542050188372E-06,991.5400445034,0.0009006055,991.5400445034,1.5635512547093E-06,991.5400445034,3.90887813677325E-05,991.5400445034,1.5635512547093E-06
991.960044503,6.2489100270713E-06,991.960044503,0.000899843,991.960044503,1.56222750676783E-06,991.960044503,3.90556876691956E-05,991.960044503,1.56222750676783E-06
992.3800445334,6.24362175680091E-06,992.3800445334,0.0008990815,992.3800445334,1.56090543920023E-06,992.3800445334,3.90226359800057E-05,992.3800445334,1.56090543920023E-06
992.8000445399,1.55958504916361E-06,992.8000445399,0.000898321,992.8000445399,1.55958504916361E-06,992.8000445399,2.49533607866177E-05,992.8000445399,1.55958504916361E-06
993.2200446277,1.55826633382107E-06,993.2200446277,0.0008975614,993.2200446277,1.55826633382107E-06,993.2200446277,2.49322613411372E-05,993.2200446277,1.55826633382107E-06
993.6400445845,1.55694929034173E-06,993.6400445845,0.0008968028,993.6400445845,1.55694929034173E-06,993.6400445845,2.49111886454677E-05,993.6400445845,1.55694929034173E-06
994.0600445965,1.55563391590067E-06,994.0600445965,0.0008960451,994.0600445965,1.55563391590067E-06,994.0600445965,2.48901426544106E-05,994.0600445965,1.55563391590067E-06
994.480044692,1.55432020767892E-06,994.480044692,0.0008222354,994.480044692,1.55432020767892E-06,994.480044692,2.48691233228627E-05,994.480044692,1.55432020767892E-06
994.9100446362,0.000001553,994.9100446362,0.0008215248,994.9100446362,0.000001553,994.9100446362,2.48476311032331E-05,994.9100446362,0.000001553
995.3300447215,1.5516665992398E-06,995.3300447215,0.0008208316,995.3300447215,1.5516665992398E-06,995.3300447215,2.48266655878369E-05,995.3300447215,1.5516665992398E-06
995.7500447286,1.55035791225901E-06,995.7500447286,0.0008201393,995.7500447286,1.55035791225901E-06,995.7500447286,2.48057265961442E-05,995.7500447286,1.55035791225901E-06
996.1700446886,1.54905088021459E-06,996.1700446886,0.0008194479,996.1700446886,1.54905088021459E-06,996.1700446886,2.47848140834334E-05,996.1700446886,1.54905088021459E-06
996.5900447133,1.54774550031731E-06,996.5900447133,0.0008187574,996.5900447133,1.54774550031731E-06,996.5900447133,2.4763928005077E-05,996.5900447133,1.54774550031731E-06
