Sn Oxide,,SnSiO2 0.13%,,SnSiO2 0.5%,,SnSiO2 2%,,SnSiO2 6%,
wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity
375.7600168736,0.0008818537,375.7600168736,0.0133366758,375.7600168736,0.0002721771,375.7600168736,4.35483291891601E-05,375.7600168736,4.35483291891601E-05
376.220016888,0.0008796985,376.220016888,0.0133040825,376.220016888,0.0002715119,376.220016888,4.34419021792511E-05,376.220016888,4.34419021792511E-05
376.6800169161,0.0008775513,376.6800169161,0.0125240649,376.6800169161,0.0002708492,376.6800169161,4.33358648358423E-05,376.6800169161,4.33358648358423E-05
377.1400169286,0.0008754119,377.1400169286,0.0124935322,377.1400169286,0.0002701888,377.1400169286,4.32302152589791E-05,377.1400169286,4.32302152589791E-05
377.600016951,0.0008732803,377.600016951,0.012463111,377.600016951,0.0002695309,377.600016951,0.000043125,377.600016951,0.000043125
378.0600169712,0.0008711565,378.0600169712,0.013174897,378.0600169712,0.0002688754,378.0600169712,4.30200718628149E-05,378.0600169712,4.30200718628149E-05
378.5100169916,0.0008690863,378.5100169916,0.0131435891,378.5100169916,0.0002682365,378.5100169916,4.29178419368895E-05,378.5100169916,4.29178419368895E-05
378.9700170109,0.0008669778,378.9700170109,0.0131117007,378.9700170109,0.0002675857,378.9700170109,4.28137164093623E-05,378.9700170109,4.28137164093623E-05
379.4300170381,0.0008648769,379.4300170381,0.0130799281,379.4300170381,0.0002669373,379.4300170381,0.00004271,379.4300170381,0.00004271
379.8900170592,0.0008627836,379.8900170592,0.0130482709,379.8900170592,0.0002662912,379.8900170592,4.26065989578354E-05,379.8900170592,4.26065989578354E-05
380.3500170799,0.000860698,380.3500170799,0.0130167285,380.3500170799,0.0002656475,380.3500170799,4.25036033808012E-05,380.3500170799,4.25036033808012E-05
380.8100171022,0.0008586199,380.8100171022,0.0129853004,380.8100171022,0.0002650061,380.8100171022,0.000042401,380.8100171022,1.06002452048174E-05
381.2700171245,0.0006767797,381.2700171245,0.0122243328,381.2700171245,0.0002643671,381.2700171245,4.22987294741632E-05,381.2700171245,1.05746823685408E-05
381.7300171409,0.0006751496,381.7300171409,0.0121948889,381.7300171409,0.0002637303,381.7300171409,4.21968475572375E-05,381.7300171409,1.05492118893094E-05
382.1900171652,0.0006735253,382.1900171652,0.0121655513,382.1900171652,0.0001683813,382.1900171652,4.20953332910032E-05,382.1900171652,1.05238333227508E-05
382.6500171834,0.000671907,382.6500171834,0.0121363194,382.6500171834,0.0001679767,382.6500171834,4.19941849086486E-05,382.6500171834,1.04985462271622E-05
383.1100172006,0.0006702944,383.1100172006,0.0121071928,383.1100172006,0.0001675736,383.1100172006,4.18934006539628E-05,383.1100172006,1.04733501634907E-05
383.5700172178,0.0006686877,383.5700172178,0.0120781709,383.5700172178,0.0001671719,383.5700172178,0.000041793,383.5700172178,1.04482446953148E-05
384.030017243,0.0006670867,384.030017243,0.0120492532,384.030017243,0.0001667717,384.030017243,4.16929175552999E-05,384.030017243,1.0423229388825E-05
384.4900172678,0.0006654914,384.4900172678,0.0120204392,384.4900172678,0.0001663729,384.4900172678,4.15932152512213E-05,384.4900172678,1.03983038128053E-05
384.9400172831,0.0005083263,384.9400172831,0.0119923515,384.9400172831,0.0001659841,384.9400172831,0.000041496,384.9400172831,0.000010374
385.4000173087,0.0005071136,385.4000173087,0.0119637413,385.4000173087,0.0001655881,385.4000173087,0.000041397,385.4000173087,1.03492571850259E-05
385.8600173283,0.0005059052,385.8600173283,0.0112434854,385.8600173283,0.0001651935,385.8600173283,4.12983852815598E-05,385.8600173283,1.03245963203899E-05
386.3200173486,0.0005047012,386.3200173486,0.0112167256,386.3200173486,0.0001648004,386.3200173486,4.12000939842071E-05,386.3200173486,0.0000103
386.7800173715,0.0005035014,386.7800173715,0.0111900612,386.7800173715,0.0001644086,386.7800173715,4.11021531737316E-05,386.7800173715,1.02755382934329E-05
387.240017393,0.0005023059,387.240017393,0.0111634918,387.240017393,0.0001640182,387.240017393,4.10045611857581E-05,387.240017393,1.02511402964395E-05
387.7000174036,0.0005011146,387.7000174036,0.0111370169,387.7000174036,0.0001636293,387.7000174036,4.09073163657793E-05,387.7000174036,1.02268290914448E-05
388.1600174247,0.0004999276,388.1600174247,0.011110636,388.1600174247,0.0001632417,388.1600174247,4.08104170690856E-05,388.1600174247,0
388.6200174474,0.0004987448,388.6200174474,0.0110843488,388.6200174474,0.0001628554,388.6200174474,4.07138616606958E-05,388.6200174474,0
389.0800174692,0.0004975662,389.0800174692,0.0110581548,389.0800174692,0.0001624706,389.0800174692,4.06176485152878E-05,389.0800174692,0
389.5300174864,0.0004964172,389.5300174864,0.01103262,389.5300174864,0.0001620954,389.5300174864,4.05238565909581E-05,389.5300174864,0
389.9900175057,0.0004952469,389.9900175057,0.011006609,389.9900175057,0.0001617133,389.9900175057,4.04283157803988E-05,389.9900175057,0
390.4500175257,0.0004940806,390.4500175257,0.0109806899,390.4500175257,0.0001613324,390.4500175257,4.03331124487418E-05,390.4500175257,0
390.9100175553,0.0004929185,390.9100175553,0.0109548622,390.9100175553,0.000160953,390.9100175553,4.02382450084203E-05,390.9100175553,0
391.370017572,0.0004917605,391.370017572,0.0109291256,391.370017572,0.0001605748,391.370017572,4.01437118811922E-05,391.370017572,0
391.8300175961,0.0004906065,391.8300175961,0.0109034795,391.8300175961,0.000160198,391.8300175961,4.00495114980736E-05,391.8300175961,0
392.2900176164,0.0004894566,392.2900176164,0.0108779236,392.2900176164,0.0001598226,392.2900176164,3.99556422992745E-05,392.2900176164,0
392.7500176393,0.0004883108,392.7500176393,0.0115201477,392.7500176393,0.0001594484,392.7500176393,3.98621027341338E-05,392.7500176393,0
393.2000176494,0.0006363346,393.2000176494,0.0114937942,393.2000176494,0.0001590837,393.2000176494,3.97709141194974E-05,393.2000176494,0
393.6600176697,0.0004860558,393.6600176697,0.0114669484,393.6600176697,0.0001587121,393.6600176697,0.000039678,393.6600176697,0
394.1200177018,0.0004849218,394.1200177018,0.0114401966,394.1200177018,0.0001583418,394.1200177018,3.9585455195345E-05,394.1200177018,0
394.5800177106,0.0004837918,394.5800177106,0.0114135382,394.5800177106,0.0001579728,394.5800177106,3.94932118215557E-05,394.5800177106,0
395.0400177411,0.0004826658,395.0400177411,0.011386973,395.0400177411,0.0001576052,395.0400177411,3.94012904954762E-05,395.0400177411,0
395.5000177555,0.0004815437,395.5000177555,0.0113605003,395.5000177555,0.0001572388,395.5000177555,3.93096897197032E-05,395.5000177555,0
395.9600177834,0.0004804255,395.9600177834,0.0113341199,395.9600177834,0.0001568736,395.9600177834,3.9218408005526E-05,395.9600177834,0
396.4100177995,0.0004793354,396.4100177995,0.0113084018,396.4100177995,0.0001565177,396.4100177995,3.91294179874143E-05,396.4100177995,0
396.8700178133,0.0004782248,396.8700178133,0.0112822025,396.8700178133,0.0001561551,396.8700178133,3.90387631083971E-05,396.8700178133,0
397.3300178368,0.0004771182,397.3300178368,0.0112560942,397.3300178368,0.0001557937,397.3300178368,3.89484229081129E-05,397.3300178368,0
397.7900178547,0.0004760154,397.7900178547,0.0112300764,397.7900178547,0.0001554336,397.7900178547,3.88583959318395E-05,397.7900178547,0
398.2500178816,0.0004749163,398.2500178816,0.0112041487,398.2500178816,0.0001550747,398.2500178816,3.87686807332513E-05,398.2500178816,0
398.7100178981,0.0004738211,398.7100178981,0.0111783107,398.7100178981,0.0001547171,398.7100178981,3.8679275874361E-05,398.7100178981,0
399.1600179211,0.0004727534,399.1600179211,0.0111531208,399.1600179211,0.0001543685,399.1600179211,3.85921135191749E-05,399.1600179211,0
399.6200179471,0.0004716657,399.6200179471,0.0104825284,399.6200179471,0.0001540133,399.6200179471,3.85033183893098E-05,399.6200179471,0
400.08001797,0.0004705817,400.08001797,0.0104584373,400.08001797,0.0001536593,400.08001797,3.84148293652757E-05,400.08001797,0
400.5400179863,0.0004695014,400.5400179863,0.0104344291,400.5400179863,0.0001533066,400.5400179863,3.83266450416918E-05,400.5400179863,0
401.000018009,0.0004684249,401.000018009,0.0104105035,401.000018009,0.0001529551,401.000018009,3.82387640212337E-05,401.000018009,0
401.4500180211,0.0003433778,401.4500180211,0.0097671899,401.4500180211,0.0001526123,401.4500180211,3.81530856075696E-05,401.4500180211,0
401.910018048,0.0003425922,401.910018048,0.0097448449,401.910018048,0.0001522632,401.910018048,3.80658005146572E-05,401.910018048,0
402.3700180666,0.0003418093,402.3700180666,0.0097225765,402.3700180666,8.54523328735292E-05,402.3700180666,3.79788146104574E-05,402.3700180666,0
402.8300180913,0.0003410291,402.8300180913,0.0097003844,402.8300180913,8.52572846905909E-05,402.8300180913,8.52572846905909E-05,402.8300180913,0
403.2900181142,0.0003402516,403.2900181142,0.0096782681,403.2900181142,8.50629035535875E-05,403.2900181142,8.50629035535875E-05,403.2900181142,0
403.7500181306,0.0003394767,403.7500181306,0.0096562274,403.7500181306,8.48691864243393E-05,403.7500181306,8.48691864243393E-05,403.7500181306,0
404.2000181549,0.0003387213,404.2000181549,0.0096347386,404.2000181549,8.46803201472454E-05,404.2000181549,8.46803201472454E-05,404.2000181549,0
404.6600181667,0.0003379516,404.6600181667,0.0096128464,404.6600181667,8.44879077158006E-05,404.6600181667,8.44879077158006E-05,404.6600181667,0
405.1200181888,0.000234156,405.1200181888,0.0095910287,405.1200181888,8.42961503455159E-05,405.1200181888,8.42961503455159E-05,405.1200181888,0
405.5800182154,0.0002336251,405.5800182154,0.0095692851,405.5800182154,0.000084105,405.5800182154,0.000084105,405.5800182154,0
406.0400182307,0.0002330961,406.0400182307,0.0089602133,406.0400182307,8.39145889246874E-05,406.0400182307,8.39145889246874E-05,406.0400182307,0
406.4900182497,0.0002325803,406.4900182497,0.0089403857,406.4900182497,8.37288984365246E-05,406.4900182497,8.37288984365246E-05,406.4900182497,0
406.9500182673,0.0002320548,406.9500182673,0.0089201854,406.9500182673,8.35397178236363E-05,406.9500182673,8.35397178236363E-05,406.9500182673,0
407.4100182917,0.000231531,407.4100182917,0.0089000535,407.4100182917,8.33511776511729E-05,407.4100182917,8.33511776511729E-05,407.4100182917,0
407.8700183174,0.0002310091,407.8700183174,0.0083163275,407.8700183174,8.31632750315828E-05,407.8700183174,8.31632750315828E-05,407.8700183174,0
408.320018336,0.0002305002,408.320018336,0.0082980071,408.320018336,8.29800714070087E-05,408.320018336,8.29800714070087E-05,408.320018336,0
408.7800183486,0.0001471883,408.7800183486,0.0082793422,408.7800183486,8.27934215903133E-05,408.7800183486,8.27934215903133E-05,408.7800183486,0
409.2400183688,0.0001468576,409.2400183688,0.0082607401,409.2400183688,8.26074008224822E-05,409.2400183688,8.26074008224822E-05,409.2400183688,0
409.7000184003,0.000146528,409.7000184003,0.0088008387,409.7000184003,0.000082422,409.7000184003,0.000082422,409.7000184003,0
410.1600184218,0.0001461995,410.1600184218,0.0087811092,410.1600184218,8.22372351551209E-05,410.1600184218,8.22372351551209E-05,410.1600184218,0
410.610018432,0.0001458793,410.610018432,0.0087618728,410.610018432,8.20570813478361E-05,410.610018432,8.20570813478361E-05,410.610018432,0
411.0700184612,0.0002274265,411.0700184612,0.0087422742,411.0700184612,8.18735352957901E-05,411.0700184612,8.18735352957901E-05,411.0700184612,0
411.530018476,0.0002269183,411.530018476,0.0087227412,411.530018476,8.1690604392001E-05,411.530018476,8.1690604392001E-05,411.530018476,0
411.9900185034,0.0002264119,411.9900185034,0.0092738316,411.9900185034,8.15082858906725E-05,411.9900185034,8.15082858906725E-05,411.9900185034,0
412.4400185223,0.0002259181,412.4400185223,0.0092536059,412.4400185223,8.13305207895132E-05,412.4400185223,8.13305207895132E-05,412.4400185223,0
412.9000185394,0.000225415,412.9000185394,0.0098190781,412.9000185394,8.1149405750883E-05,412.9000185394,8.1149405750883E-05,412.9000185394,0
413.3600185567,0.0002249136,413.3600185567,0.0097972363,413.3600185567,8.09688950272751E-05,413.3600185567,8.09688950272751E-05,413.3600185567,0
413.8200185802,0.0002244138,413.8200185802,0.0097754673,413.8200185802,0.000080789,413.8200185802,0.000080789,413.8200185802,0
414.2700185959,0.0002239266,414.2700185959,0.0097542417,414.2700185959,8.06135674941267E-05,414.2700185959,8.06135674941267E-05,414.2700185959,0
414.730018619,0.0002234301,414.730018619,0.0097326157,414.730018619,8.0434840727005E-05,414.730018619,8.0434840727005E-05,414.730018619,0
415.1900186375,0.0002229353,415.1900186375,0.0097110616,415.1900186375,8.02567076791016E-05,415.1900186375,8.02567076791016E-05,415.1900186375,0
415.6500186622,0.0002224421,415.6500186622,0.0096895791,415.6500186622,8.00791657235942E-05,415.6500186622,8.00791657235942E-05,415.6500186622,0
416.1000186795,0.0002219613,416.1000186795,0.0096686324,416.1000186795,7.9906052823629E-05,416.1000186795,7.9906052823629E-05,416.1000186795,0
416.5600187039,0.0002214713,416.5600187039,0.0096472904,416.5600187039,7.97296725213512E-05,416.5600187039,7.97296725213512E-05,416.5600187039,0
417.0200187213,0.000220983,417.0200187213,0.0096260189,417.0200187213,7.9553875573701E-05,417.0200187213,7.9553875573701E-05,417.0200187213,0
417.470018747,0.0002205068,417.470018747,0.0096052779,417.470018747,7.93824623003352E-05,417.470018747,7.93824623003352E-05,417.470018747,0
417.9300187657,0.0002200217,417.9300187657,0.0095841452,417.9300187657,7.92078118239684E-05,417.9300187657,7.92078118239684E-05,417.9300187657,0
418.390018784,0.0002195382,418.390018784,0.0095630822,418.390018784,7.90337370906627E-05,418.390018784,7.90337370906627E-05,418.390018784,0
418.8500188044,0.0002190562,418.8500188044,0.0095420885,418.8500188044,7.88602355725792E-05,418.8500188044,7.88602355725792E-05,418.8500188044,0
419.3000188312,0.0002185863,419.3000188312,0.009521618,419.3000188312,7.86910580704556E-05,419.3000188312,3.49738035868692E-05,419.3000188312,0
419.7600188411,0.0002181075,419.7600188411,0.0095007607,419.7600188411,7.85186831289345E-05,419.7600188411,3.48971925017487E-05,419.7600188411,0
420.2200188647,0.0002176302,420.2200188647,0.0089141332,420.2200188647,7.83468739558144E-05,420.2200188647,3.48208328692509E-05,420.2200188647,0
420.6700188835,0.0002171648,420.6700188835,0.0088950721,420.6700188835,7.81793448419301E-05,420.6700188835,3.47463754853023E-05,420.6700188835,0
421.1300189084,0.0002166907,421.1300189084,0.0088756506,421.1300189084,7.80086476333654E-05,421.1300189084,3.46705100592735E-05,421.1300189084,0
421.5900189312,0.0002162181,421.5900189312,0.0088562926,421.5900189312,7.78385088669188E-05,421.5900189312,3.45948928297417E-05,421.5900189312,0
422.0500189559,0.000215747,422.0500189559,0.0088369978,422.0500189559,7.76689261092926E-05,422.0500189559,3.45195227152412E-05,422.0500189559,0
422.5000189653,0.0003100143,422.5000189653,0.0088181835,422.5000189653,7.75035656180184E-05,422.5000189653,0.000034446,422.5000189653,0
422.9600189935,0.0002148197,422.9600189935,0.0087990131,422.9600189935,7.73350756742959E-05,422.9600189935,3.43711447441315E-05,422.9600189935,0
423.420019006,0.0002143532,423.420019006,0.0087799051,423.420019006,7.71671345704904E-05,423.420019006,3.42965042535513E-05,423.420019006,0
423.8700190361,0.0003080135,423.8700190361,0.0087612727,423.8700190361,7.70033731454697E-05,423.8700190361,3.42237213979865E-05,423.8700190361,0
424.3300190513,0.000307346,424.3300190513,0.0087422874,424.3300190513,7.68365107880165E-05,424.3300190513,3.41495603502296E-05,424.3300190513,0
424.7900190724,0.0003066808,424.7900190724,0.0087233639,424.7900190724,7.66701902167458E-05,424.7900190724,3.40756400963315E-05,424.7900190724,0
425.2400191001,0.000306032,425.2400191001,0.0087049111,425.2400191001,0.000076508,425.2400191001,3.40035588029211E-05,425.2400191001,0
425.7000191107,0.000305371,425.7000191107,0.0081517094,425.7000191107,7.63427516397368E-05,425.7000191107,3.3930111839883E-05,425.7000191107,0
426.1600191285,0.0003047121,426.1600191285,0.0081341208,426.1600191285,0.000076178,426.1600191285,0.000076178,426.1600191285,0
426.6100191599,0.0003040696,426.6100191599,0.0081169697,426.6100191599,7.60174062006763E-05,426.6100191599,7.60174062006763E-05,426.6100191599,0
427.0700191809,0.0003034149,427.0700191809,0.0080994934,427.0700191809,7.58537366630672E-05,427.0700191809,3.37127718502521E-05,427.0700191809,0
427.5300192026,0.0003027624,427.5300192026,0.0080820735,427.5300192026,7.56905951408748E-05,427.5300192026,3.36402645070555E-05,427.5300192026,0
427.9800192236,0.000302126,427.9800192236,0.0080650867,427.9800192236,7.55315089162888E-05,427.9800192236,3.35695595183506E-05,427.9800192236,0
428.4400192416,0.0003014776,428.4400192416,0.0080477776,428.4400192416,7.53694052743798E-05,428.4400192416,3.34975134552799E-05,428.4400192416,0
428.9000192582,0.0003008313,428.9000192582,0.0075207823,428.9000192582,7.52078229265776E-05,428.9000192582,3.3425699078479E-05,428.9000192582,0
429.3500192729,0.000300201,429.3500192729,0.0075050256,429.3500192729,7.50502555121674E-05,429.3500192729,3.33556691165188E-05,429.3500192729,0
429.8100192984,0.0002995588,429.8100192984,0.0074889698,429.8100192984,7.48896978540436E-05,429.8100192984,3.32843101573527E-05,429.8100192984,0
430.2700193234,0.0002989186,430.2700193234,0.0069830711,430.2700193234,7.47296548753246E-05,430.2700193234,3.32131799445887E-05,430.2700193234,0
430.7200193338,0.0002982943,430.7200193338,0.0069684874,430.7200193338,7.4573586998833E-05,430.7200193338,3.31438164439258E-05,430.7200193338,0
431.1800193667,0.0002976582,431.1800193667,0.0069536268,431.1800193667,7.44145557280755E-05,431.1800193667,3.30731358791447E-05,431.1800193667,0
431.6400193855,0.0002970241,431.6400193855,0.0064685255,431.6400193855,0.000074256,431.6400193855,3.30026811673805E-05,431.6400193855,0
432.0900194007,0.0002964058,432.0900194007,0.0064550592,432.0900194007,7.41014453204924E-05,432.0900194007,0.000032934,432.0900194007,0
432.5500194235,0.0002957757,432.5500194235,0.0059894576,432.5500194235,7.39439211501987E-05,432.5500194235,7.39439211501987E-05,432.5500194235,0
433.0100194478,0.0002951476,433.0100194478,0.0059767388,433.0100194478,7.37868987416841E-05,433.0100194478,7.37868987416841E-05,433.0100194478,0
433.4600194635,0.0002945351,433.4600194635,0.0059643356,433.4600194635,3.27261214832711E-05,433.4600194635,7.363377333736E-05,433.4600194635,0
433.9200194811,0.0002041048,433.9200194811,0.0059516967,433.9200194811,3.26567721263539E-05,433.9200194811,7.34777372842962E-05,433.9200194811,0
434.3700195103,0.0002036821,434.3700195103,0.0059393714,434.3700195103,3.25891434444141E-05,434.3700195103,7.33255727499317E-05,434.3700195103,0
434.8300195209,0.0002032514,434.8300195209,0.0059268117,434.8300195209,3.25202288037197E-05,434.8300195209,7.31705148083693E-05,434.8300195209,0
435.2900195402,0.0002028221,435.2900195402,0.0059142918,435.2900195402,3.2451532527667E-05,435.2900195402,7.30159481872507E-05,435.2900195402,0
435.7400195724,0.0002024034,435.7400195724,0.0059020824,435.7400195724,3.23845400592634E-05,435.7400195724,7.28652151333426E-05,435.7400195724,0
436.2000195794,0.0002908465,436.2000195794,0.0058896408,436.2000195794,7.27116143742633E-05,436.2000195794,7.27116143742633E-05,436.2000195794,0
436.6600196039,0.000290234,436.6600196039,0.0058772384,436.6600196039,7.25584987921601E-05,436.6600196039,7.25584987921601E-05,436.6600196039,0
437.1100196315,0.0002896367,437.1100196315,0.0058651435,437.1100196315,7.24091793194213E-05,437.1100196315,7.24091793194213E-05,437.1100196315,0
437.5700196526,0.0002890281,437.5700196526,0.0062943891,437.5700196526,0.000072257,437.5700196526,0.000072257,437.5700196526,0
438.0200196653,0.0002884345,438.0200196653,0.0062814626,438.0200196653,7.21086272602132E-05,438.0200196653,3.2048278782317E-05,438.0200196653,0
438.4800196888,0.0002878296,438.4800196888,0.0062682901,438.4800196888,7.19574113799586E-05,438.4800196888,3.1981071724426E-05,438.4800196888,0
438.9400197134,0.0002872267,438.9400197134,0.0062551589,438.9400197134,7.18066706638506E-05,438.9400197134,3.19140758506003E-05,438.9400197134,0
439.3900197307,0.0002866387,439.3900197307,0.0066961976,439.3900197307,7.16596647913229E-05,439.3900197307,3.18487399072546E-05,439.3900197307,0
439.8500197562,0.0002860394,439.8500197562,0.006682199,439.8500197562,7.15098582252858E-05,439.8500197562,3.17821592112381E-05,439.8500197562,0
440.3000197747,0.000285455,440.3000197747,0.0066685471,440.3000197747,7.13637624177918E-05,440.3000197747,3.17172277412408E-05,440.3000197747,0
440.7600197907,0.0002848595,440.7600197907,0.0062036075,440.7600197907,7.12148822990896E-05,440.7600197907,3.16510587995954E-05,440.7600197907,0
441.2200198096,0.0002842659,441.2200198096,0.006190679,441.2200198096,7.10664675886769E-05,441.2200198096,3.15850967060786E-05,441.2200198096,0
441.670019824,0.0002836869,441.670019824,0.0061780705,441.670019824,7.09217277653455E-05,441.670019824,3.15207678957091E-05,441.670019824,0
442.1300198585,0.0002830969,442.1300198585,0.0061652216,442.1300198585,3.14552124688704E-05,442.1300198585,3.14552124688704E-05,442.1300198585,0
442.5800198678,0.0002825215,442.5800198678,0.0057210608,442.5800198678,3.13912798486306E-05,442.5800198678,3.13912798486306E-05,442.5800198678,0
443.0400199,0.0002819351,443.0400199,0.0057091868,443.0400199,3.13261277524423E-05,443.0400199,3.13261277524423E-05,443.0400199,0
443.5000199162,0.0002813506,443.5000199162,0.0056973497,443.5000199162,3.12611782791564E-05,443.5000199162,3.12611782791564E-05,443.5000199162,0
443.9500199338,0.0002807805,443.9500199338,0.0056858056,443.9500199338,3.11978360081496E-05,443.9500199338,3.11978360081496E-05,443.9500199338,0
444.4100199585,0.0002801996,444.4100199585,0.0056740412,444.4100199585,3.11332849073945E-05,444.4100199585,3.11332849073945E-05,444.4100199585,0
444.8600199743,0.000279633,444.8600199743,0.0056625678,444.8600199743,3.10703307542578E-05,444.8600199743,3.10703307542578E-05,444.8600199743,0
445.3200199919,0.0002790556,445.3200199919,0.0056508754,445.3200199919,3.1006174774752E-05,445.3200199919,3.1006174774752E-05,445.3200199919,0
445.7700200178,0.0002784925,445.7700200178,0.0052294693,445.7700200178,3.09436055751245E-05,445.7700200178,3.09436055751245E-05,445.7700200178,0
446.2300200433,0.0002779186,446.2300200433,0.0052186932,446.2300200433,3.08798414986875E-05,446.2300200433,3.08798414986875E-05,446.2300200433,0
446.6800200557,0.0002773589,446.6800200557,0.0052081835,446.6800200557,3.08176541203919E-05,446.6800200557,3.08176541203919E-05,446.6800200557,0
447.1400200702,0.0002767885,447.1400200702,0.0051974731,447.1400200702,3.0754278761541E-05,447.1400200702,3.0754278761541E-05,447.1400200702,0
447.6000200911,0.0002762199,447.6000200911,0.0051867957,447.6000200911,3.06910986954673E-05,447.6000200911,3.06910986954673E-05,447.6000200911,0
448.0500201188,0.0002756653,448.0500201188,0.0051763822,448.0500201188,3.06294803097438E-05,448.0500201188,3.06294803097438E-05,448.0500201188,0
448.5100201407,0.0002751002,448.5100201407,0.0051657696,448.5100201407,3.05666842263222E-05,448.5100201407,3.05666842263222E-05,448.5100201407,0
448.9600201617,0.000274549,448.9600201617,0.0051554194,448.9600201617,3.050543995304E-05,448.9600201617,3.050543995304E-05,448.9600201617,0
449.4200201729,0.0002739872,449.4200201729,0.0051448712,449.4200201729,0.000030443,449.4200201729,0.000030443,449.4200201729,0
449.8700201922,0.0002734394,449.8700201922,0.0051345836,449.8700201922,3.03821515637185E-05,449.8700201922,3.03821515637185E-05,449.8700201922,0
450.3300202243,0.000272881,450.3300202243,0.0051240993,450.3300202243,3.03201141610476E-05,450.3300202243,3.03201141610476E-05,450.3300202243,0
450.7800202392,0.0002723365,450.7800202392,0.0051138739,450.7800202392,3.02596090758567E-05,450.7800202392,3.02596090758567E-05,450.7800202392,0
451.2400202525,0.0002717815,451.2400202525,0.0051034529,451.2400202525,3.0197946433561E-05,451.2400202525,3.0197946433561E-05,451.2400202525,0
451.6900202842,0.0002712403,451.6900202842,0.0050932893,451.6900202842,3.01378064845741E-05,451.6900202842,3.01378064845741E-05,451.6900202842,0
452.1500202969,0.0002706886,452.1500202969,0.0050829311,452.1500202969,3.00765155902125E-05,452.1500202969,3.00765155902125E-05,452.1500202969,0
452.610020325,0.0002701387,452.610020325,0.0054703087,452.610020325,3.00154114757401E-05,452.610020325,3.00154114757401E-05,452.610020325,0
453.0600203464,0.0002696023,453.0600203464,0.0050625329,453.0600203464,2.99558157166358E-05,453.0600203464,2.99558157166358E-05,453.0600203464,0
453.5200203618,0.0002690557,453.5200203618,0.0050522683,453.5200203618,2.98950788717406E-05,453.5200203618,2.98950788717406E-05,453.5200203618,0
453.9700203865,0.0002685226,453.9700203865,0.005437582,453.9700203865,2.98358409576832E-05,453.9700203865,2.98358409576832E-05,453.9700203865,0
454.4300204022,0.0002679792,454.4300204022,0.0054265791,454.4300204022,2.97754684449274E-05,454.4300204022,2.97754684449274E-05,454.4300204022,0
454.8800204303,0.0002674493,454.8800204303,0.0054158477,454.8800204303,2.97165855167153E-05,454.8800204303,2.97165855167153E-05,454.8800204303,0
455.340020449,0.0002669092,455.340020449,0.0054049107,455.340020449,2.96565744279695E-05,455.340020449,2.96565744279695E-05,455.340020449,0
455.7900204678,0.0002663824,455.7900204678,0.0053942435,455.7900204678,0.000029598,455.7900204678,0.000029598,455.7900204678,0
456.2500204805,0.0002658455,456.2500204805,0.0053833718,456.2500204805,2.9538391110994E-05,456.2500204805,2.9538391110994E-05,456.2500204805,0
456.7000205134,0.0002653219,456.7000205134,0.0053727682,456.7000205134,2.9480209690526E-05,456.7000205134,2.9480209690526E-05,456.7000205134,0
457.1600205323,0.0002647882,457.1600205323,0.0049721343,457.1600205323,2.94209128409003E-05,457.1600205323,2.94209128409003E-05,457.1600205323,0
457.6100205544,0.0002642677,457.6100205544,0.0049623602,457.6100205544,2.93630779983141E-05,457.6100205544,2.93630779983141E-05,457.6100205544,0
458.0700205613,0.0002637372,458.0700205613,0.0049523986,458.0700205613,2.93041340206839E-05,458.0700205613,2.93041340206839E-05,458.0700205613,0
458.5200205825,0.0002632198,458.5200205825,0.0049426827,458.5200205825,2.92466430087537E-05,458.5200205825,2.92466430087537E-05,458.5200205825,0
458.9800206126,0.0002626924,458.9800206126,0.0049327803,458.9800206126,0.000029188,458.9800206126,0.000029188,458.9800206126,0
459.4300206261,0.0002621781,459.4300206261,0.004923122,459.4300206261,2.91308992074368E-05,459.4300206261,2.91308992074368E-05,459.4300206261,0
459.8900206486,0.0002616539,459.8900206486,0.0049132783,459.8900206486,2.90726526183567E-05,459.8900206486,2.90726526183567E-05,459.8900206486,7.26816315458918E-06
460.340020664,0.0002611426,460.340020664,0.0049036772,460.340020664,2.90158411344061E-05,460.340020664,2.90158411344061E-05,460.340020664,0.000007254
460.8000206829,0.0002606215,460.8000206829,0.0048938917,460.8000206829,2.89579391167648E-05,460.8000206829,2.89579391167648E-05,460.8000206829,7.23948477919119E-06
461.2500207085,0.0002601132,461.2500207085,0.0048843473,461.2500207085,2.89014633835105E-05,461.2500207085,2.89014633835105E-05,461.2500207085,7.22536584587763E-06
461.7000207284,0.0002596064,461.7000207284,0.0048748308,461.7000207284,2.88451527034916E-05,461.7000207284,2.88451527034916E-05,461.7000207284,7.21128817587291E-06
462.1600207525,0.0002590898,462.1600207525,0.0048651315,462.1600207525,2.87877606017708E-05,462.1600207525,2.87877606017708E-05,462.1600207525,7.1969401504427E-06
462.6100207773,0.000258586,462.6100207773,0.0048556711,462.6100207773,2.87317817358409E-05,462.6100207773,2.87317817358409E-05,462.6100207773,7.18294543396023E-06
463.070020785,0.0002580725,463.070020785,0.0048460289,463.070020785,2.86747274887526E-05,463.070020785,2.86747274887526E-05,463.070020785,7.16868187218816E-06
463.5200208068,0.0002575717,463.5200208068,0.0048366242,463.5200208068,2.86190778350444E-05,463.5200208068,2.86190778350444E-05,463.5200208068,7.15476945876109E-06
